protocol,run,nGcs,nUavs,nNodes,simTime,areaSize,txRange,nodeSpeed,nodeMinSpeed,fixedNodeSpeed,nodePause,uavMinAltitude,uavMaxAltitude,txPowerDbm,rxSensitivityDbm,appStart,appStop,remoteIdEnabled,telemetry_flowCount,telemetry_successfulFlows,telemetry_txPackets,telemetry_rxPackets,telemetry_pdr,telemetry_loss,telemetry_delayMs,telemetry_throughputKbps,telemetry_offeredLoadKbps,c2Control_flowCount,c2Control_successfulFlows,c2Control_txPackets,c2Control_rxPackets,c2Control_pdr,c2Control_loss,c2Control_delayMs,c2Control_throughputKbps,c2Control_offeredLoadKbps,c2Command_flowCount,c2Command_successfulFlows,c2Command_txPackets,c2Command_rxPackets,c2Command_pdr,c2Command_loss,c2Command_delayMs,c2Command_throughputKbps,c2Command_offeredLoadKbps,totalC2_flowCount,totalC2_successfulFlows,totalC2_txPackets,totalC2_rxPackets,totalC2_pdr,totalC2_loss,totalC2_delayMs,totalC2_throughputKbps,totalC2_offeredLoadKbps,video_flowCount,video_successfulFlows,video_txPackets,video_rxPackets,video_pdr,video_loss,video_delayMs,video_throughputKbps,video_offeredLoadKbps,routing_flowEntries,routing_activeEntries,routing_txPackets,routing_rxPackets,routing_txBytes,routing_rxBytes,routing_offeredLoadKbps,routingBytesPerDeliveredAppByte,routingPacketsPerDeliveredAppPacket,remoteId_txPackets,remoteId_rxCopies,remoteId_txBytes,remoteId_rxBytes,remoteId_avgReceivers,remoteId_receptionRatio,remoteId_offeredLoadKbps,remoteId_receivedCopyLoadKbps
AODV_ETX,3,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4710,90.333717,9.666283,79.428804,83.972571,92.958171,15,15,20580,18119,88.041788,11.958212,13.534172,190.508343,216.384000,15,15,700,601,85.857143,14.142857,4.172629,10.714971,12.480000,30,30,21280,18720,87.969925,12.030075,13.233623,201.223314,228.864000,15,15,1175,1072,91.234043,8.765957,232.874450,128.885029,141.268571,201,195,2962,2885,143296,139604,16.376686,0.039549,0.120888,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,4,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4522,86.728040,13.271960,11.680313,80.620800,92.958171,15,15,20580,17938,87.162293,12.837707,6.721749,188.605257,216.384000,15,15,717,634,88.423989,11.576011,9.807722,11.303314,12.783086,30,30,21297,18572,87.204771,12.795229,6.827096,199.908571,229.167086,15,15,906,782,86.313466,13.686534,11.388011,94.018743,108.927086,184,178,4009,3835,194040,185576,22.176000,0.059207,0.167909,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,5,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4187,80.303030,19.696970,10.404383,74.648229,92.958171,15,15,20580,19169,93.143829,6.856171,6.022292,201.548343,216.384000,15,15,685,653,95.328467,4.671533,7.071197,11.642057,12.212571,30,30,21265,19822,93.214202,6.785798,6.056846,213.190400,228.596571,14,13,1446,1156,79.944675,20.055325,3.786929,138.984229,173.850514,173,168,2120,1968,102302,94650,11.691657,0.027392,0.084244,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,1,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1744,1424,81.651376,18.348624,749.127545,25.387886,31.093029,5,5,6885,4891,71.038489,28.961511,44.959743,51.425371,72.390857,5,5,247,178,72.064777,27.935223,106.580271,3.173486,4.403657,10,10,7132,5069,71.074033,28.925967,47.123573,54.598857,76.794514,5,5,398,248,62.311558,37.688442,1518.189023,29.816686,47.850971,20,20,158,156,10792,10636,1.233371,0.011233,0.023439,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,2,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,4,1744,1206,69.151376,30.848624,225.383829,21.501257,31.093029,5,4,6885,4636,67.334786,32.665214,16.615915,48.744229,72.390857,5,4,337,240,71.216617,28.783383,0.421301,4.278857,6.008229,10,8,7222,4876,67.515924,32.484076,15.818805,53.023086,78.399086,5,4,306,230,75.163399,24.836601,0.591638,27.652571,36.789943,22,20,151,137,10608,9706,1.212343,0.011865,0.023923,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,3,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1744,1369,78.497706,21.502294,839.780446,24.407314,31.093029,5,5,6885,4791,69.586057,30.413943,130.379889,50.373943,72.390857,5,4,187,117,62.566845,37.433155,0.155387,2.085943,3.333943,10,9,7072,4908,69.400452,30.599548,127.275515,52.459886,75.724800,5,5,412,339,82.281553,17.718447,532.817491,40.757486,49.534171,19,18,136,134,9612,9486,1.098514,0.009339,0.020556,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,4,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1744,942,54.013761,45.986239,883.593209,16.794514,31.093029,5,5,6885,3217,46.724764,53.275236,80.487363,33.824457,72.390857,5,4,253,117,46.245059,53.754941,0.139760,2.085943,4.510629,10,9,7138,3334,46.707761,53.292239,77.667726,35.910400,76.901486,5,5,439,316,71.981777,28.018223,1087.579600,37.992229,52.780343,18,18,97,96,6772,6724,0.773943,0.008533,0.021124,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,5,1,5,6,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,5,5,1744,1331,76.318807,23.681193,64.345234,23.729829,31.093029,5,5,6885,5245,76.180102,23.819898,107.583824,55.147429,72.390857,5,5,181,143,79.005525,20.994475,0.321056,2.549486,3.226971,10,10,7066,5388,76.252477,23.747523,104.737021,57.696914,75.617829,5,5,310,220,70.967742,29.032258,57.333692,26.450286,37.270857,23,23,182,182,12160,12160,1.389714,0.012882,0.026229,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,1,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2788,1878,67.360115,32.639885,244.691243,33.482057,49.706057,8,8,11004,9378,85.223555,14.776445,28.165344,98.602971,115.699200,8,8,367,314,85.558583,14.441417,66.151697,5.598171,6.543086,16,16,11371,9692,85.234368,14.765632,29.396020,104.201143,122.242286,8,7,550,387,70.363636,29.636364,266.602110,46.528457,66.125714,59,56,858,715,45882,37384,5.243657,0.028465,0.071757,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,2,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2788,2389,85.688666,14.311334,28.216108,42.592457,49.706057,8,8,11004,7913,71.910214,28.089786,7.720392,83.199543,115.699200,8,8,346,265,76.589595,23.410405,16.658130,4.724571,6.168686,16,16,11350,8178,72.052863,27.947137,8.010011,87.924114,121.867886,8,8,410,389,94.878049,5.121951,0.756241,46.768914,49.293714,55,52,427,415,27708,27114,3.166629,0.017862,0.038974,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,3,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2788,2531,90.781923,9.218077,105.968033,45.124114,49.706057,8,8,11004,9800,89.058524,10.941476,25.456464,103.040000,115.699200,8,8,417,388,93.045564,6.954436,0.510953,6.917486,7.434514,16,16,11421,10188,89.204098,10.795902,24.506439,109.957486,123.133714,8,8,515,429,83.300971,16.699029,75.557989,51.578057,61.917714,54,54,707,702,39528,39268,4.517486,0.021860,0.053772,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,4,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2788,2448,87.804878,12.195122,343.243458,43.644343,49.706057,8,8,11004,9088,82.588150,17.411850,48.489093,95.553829,115.699200,8,8,307,233,75.895765,24.104235,99.322446,4.154057,5.473371,16,16,11311,9321,82.406507,17.593493,49.759791,99.707886,121.172571,8,8,484,428,88.429752,11.570248,579.335707,51.457829,58.190629,57,53,498,470,30444,28816,3.479314,0.017860,0.040830,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,5,1,8,9,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,8,8,2788,2190,78.550933,21.449067,228.538440,39.044571,49.706057,8,8,11004,8233,74.818248,25.181752,31.375678,86.564114,115.699200,8,8,442,352,79.638009,20.361991,66.099073,6.275657,7.880229,16,16,11446,8585,75.004368,24.995632,32.799398,92.839771,123.579429,8,8,623,510,81.861958,18.138042,440.022852,61.316571,74.902400,56,55,427,418,25220,24736,2.882286,0.014919,0.037838,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2752,79.035037,20.964963,292.305067,49.064229,62.079086,10,10,13745,9982,72.622772,27.377228,10.286293,104.953600,144.518857,10,9,374,278,74.331551,25.668449,0.299910,4.956343,6.667886,20,19,14119,10260,72.668036,27.331964,10.015707,109.909943,151.186743,10,9,805,644,80.000000,20.000000,132.681762,77.427200,96.784000,66,61,483,463,29296,28132,3.348114,0.014163,0.035369,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2749,78.948880,21.051120,8.029342,49.010743,62.079086,10,10,13745,12834,93.372135,6.627865,3.525509,134.940343,144.518857,10,10,416,393,94.471154,5.528846,0.625224,7.006629,7.416686,20,20,14161,13227,93.404421,6.595579,3.439336,141.946971,151.935543,10,10,858,638,74.358974,25.641026,20.120027,76.705829,103.156114,91,88,1126,1015,62292,55418,7.119086,0.026597,0.067774,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,3082,88.512349,11.487651,97.765690,54.947657,62.079086,10,10,13745,12619,91.807930,8.192070,16.410044,132.679771,144.518857,10,10,466,424,90.987124,9.012876,45.368492,7.559314,8.308114,20,20,14211,13043,91.781015,8.218985,17.351421,140.239086,152.826971,10,10,670,600,89.552239,10.447761,16.597716,72.137143,80.553143,79,76,708,670,41900,39552,4.788571,0.017913,0.042332,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2056,59.046525,40.953475,165.264433,36.655543,62.079086,10,10,13745,9627,70.040015,29.959985,47.045442,101.221029,144.518857,10,10,459,346,75.381264,24.618736,127.364886,6.168686,8.183314,20,20,14204,9973,70.212616,29.787384,49.832018,107.389714,152.702171,10,10,735,443,60.272109,39.727891,90.311842,53.261257,88.368000,75,71,1331,1210,72804,65316,8.320457,0.042170,0.106719,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,3186,91.499138,8.500862,59.438227,56.801829,62.079086,10,10,13745,12773,92.928338,7.071662,9.127988,134.298971,144.518857,10,10,446,401,89.910314,10.089686,11.178397,7.149257,7.951543,20,20,14191,13174,92.833486,7.166514,9.190400,141.448229,152.470400,10,10,581,550,94.664372,5.335628,2.523511,66.125714,69.852800,65,61,703,651,44208,41148,5.052343,0.019110,0.041573,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,1,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,4176,3355,80.340038,19.659962,184.394855,59.814857,74.452114,12,12,16482,14042,85.195971,14.804029,14.934262,147.641600,173.296457,12,12,542,494,91.143911,8.856089,63.661992,8.807314,9.663086,24,24,17024,14536,85.385338,14.614662,16.590254,156.448914,182.959543,12,11,724,560,77.348066,22.651934,66.297537,67.328000,87.045486,108,100,1131,899,63634,51902,7.272457,0.025644,0.061297,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,2,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,4176,3779,90.493295,9.506705,71.260580,67.374171,74.452114,12,12,16482,15557,94.387817,5.612183,23.418482,163.570743,173.296457,12,12,636,614,96.540881,3.459119,42.341637,10.946743,11.338971,24,24,17118,16171,94.467812,5.532188,24.136979,174.517486,184.635429,12,12,996,885,88.855422,11.144578,43.231051,106.402286,119.747657,104,100,938,842,55138,50536,6.301486,0.018092,0.045020,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,3,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,4176,3719,89.056513,10.943487,23.579138,66.304457,74.452114,12,12,16482,14965,90.796020,9.203980,16.398242,157.346286,173.296457,12,12,624,578,92.628205,7.371795,23.292869,10.304914,11.125029,24,24,17106,15543,90.862855,9.137145,16.654633,167.651200,184.421486,12,12,844,749,88.744076,11.255924,2.009344,90.051200,101.472914,110,103,1117,1074,64346,62190,7.353829,0.022697,0.055819,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,4,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,4176,2911,69.707854,30.292146,24.676942,51.898971,74.452114,12,12,16482,13516,82.004611,17.995389,10.837529,142.111086,173.296457,12,12,606,501,82.673267,17.326733,27.147972,8.932114,10.804114,24,24,17088,14017,82.028324,17.971676,11.420502,151.043200,184.100571,12,12,700,507,72.428571,27.571429,23.380344,60.955886,84.160000,105,101,1141,969,65936,56340,7.535543,0.028555,0.065443,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,5,1,12,13,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,12,12,4176,3726,89.224138,10.775862,130.791119,66.429257,74.452114,12,12,16482,14210,86.215265,13.784735,5.734643,149.408000,173.296457,12,12,622,547,87.942122,12.057878,0.426260,9.752229,11.089371,24,24,17104,14757,86.278064,13.721936,5.537877,159.160229,184.385829,12,12,630,558,88.571429,11.428571,66.615358,67.087543,75.744000,128,125,1060,1024,59788,57806,6.832914,0.023346,0.055669,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,1,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4736,90.832374,9.167626,33.576093,84.436114,92.958171,15,15,20580,19192,93.255588,6.744412,10.061619,201.790171,216.384000,15,15,723,694,95.988935,4.011065,1.421632,12.373029,12.890057,30,30,21303,19886,93.348355,6.651645,9.760093,214.163200,229.274057,14,14,1128,1052,93.262411,6.737589,128.059607,126.480457,135.617829,177,167,2272,2154,121136,114896,13.844114,0.032568,0.088494,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,2,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4177,80.111239,19.888761,138.357360,74.469943,92.958171,15,15,20580,18582,90.291545,9.708455,14.120175,195.376457,216.384000,15,15,667,619,92.803598,7.196402,0.568881,11.035886,11.891657,30,30,21247,19201,90.370405,9.629595,13.683310,206.412343,228.275657,15,15,1224,938,76.633987,23.366013,3.195362,112.774400,147.159771,171,166,1684,1524,93704,84458,10.709029,0.027204,0.069255,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,3,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,3996,76.639816,23.360184,202.409512,71.242971,92.958171,15,15,20580,17866,86.812439,13.187561,27.715277,187.848229,216.384000,15,15,700,618,88.285714,11.714286,33.504244,11.018057,12.480000,30,30,21280,18484,86.860902,13.139098,27.908827,198.866286,228.864000,15,15,1175,984,83.744681,16.255319,310.687520,118.304914,141.268571,191,176,2284,1884,116832,96484,13.352229,0.034376,0.097341,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,4,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,3127,59.973149,40.026851,14.313478,55.749943,92.958171,15,15,20580,17976,87.346939,12.653061,26.483238,189.004800,216.384000,15,14,717,616,85.913529,14.086471,5.114830,10.982400,12.783086,30,29,21297,18592,87.298681,12.701319,25.775249,199.987200,229.167086,15,14,906,581,64.128035,35.871965,47.835765,69.852800,108.927086,189,173,2985,2208,152602,112978,17.440229,0.053565,0.133857,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,5,1,15,16,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,15,15,5214,4097,78.576908,21.423092,81.993784,73.043657,92.958171,15,15,20580,18672,90.728863,9.271137,21.286576,196.322743,216.384000,15,15,685,628,91.678832,8.321168,14.702762,11.196343,12.212571,30,30,21265,19300,90.759464,9.240536,21.072346,207.519086,228.596571,14,13,1446,1231,85.131397,14.868603,3.005149,148.001371,173.850514,167,155,1975,1730,105726,91326,12.082971,0.028194,0.080193,0,0,0,0,0.000000,0.000000,0.000000,0.000000
