protocol,run,nGcs,nUavs,nNodes,simTime,areaSize,txRange,nodeSpeed,nodeMinSpeed,fixedNodeSpeed,nodePause,mobilityModel,randomWalkTime,gaussMarkovAlpha,gaussMarkovTimeStep,groupRadius,uavMinAltitude,uavMaxAltitude,txPowerDbm,rxSensitivityDbm,appStart,appStop,remoteIdEnabled,telemetry_flowCount,telemetry_successfulFlows,telemetry_txPackets,telemetry_rxPackets,telemetry_pdr,telemetry_loss,telemetry_delayMs,telemetry_throughputKbps,telemetry_offeredLoadKbps,c2Control_flowCount,c2Control_successfulFlows,c2Control_txPackets,c2Control_rxPackets,c2Control_pdr,c2Control_loss,c2Control_delayMs,c2Control_throughputKbps,c2Control_offeredLoadKbps,c2Command_flowCount,c2Command_successfulFlows,c2Command_txPackets,c2Command_rxPackets,c2Command_pdr,c2Command_loss,c2Command_delayMs,c2Command_throughputKbps,c2Command_offeredLoadKbps,totalC2_flowCount,totalC2_successfulFlows,totalC2_txPackets,totalC2_rxPackets,totalC2_pdr,totalC2_loss,totalC2_delayMs,totalC2_throughputKbps,totalC2_offeredLoadKbps,video_flowCount,video_successfulFlows,video_txPackets,video_rxPackets,video_pdr,video_loss,video_delayMs,video_throughputKbps,video_offeredLoadKbps,routing_flowEntries,routing_activeEntries,routing_txPackets,routing_rxPackets,routing_txBytes,routing_rxBytes,routing_offeredLoadKbps,routingBytesPerDeliveredAppByte,routingPacketsPerDeliveredAppPacket,remoteId_txPackets,remoteId_rxCopies,remoteId_txBytes,remoteId_rxBytes,remoteId_avgReceivers,remoteId_receptionRatio,remoteId_offeredLoadKbps,remoteId_receivedCopyLoadKbps
DSDV,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2557,73.434808,26.565192,20.652165,45.587657,62.079086,10,10,13745,9902,72.040742,27.959258,7.757529,104.112457,144.518857,10,10,466,331,71.030043,28.969957,5.700140,5.901257,8.308114,20,20,14211,10233,72.007600,27.992400,7.690980,110.013714,152.826971,10,10,670,493,73.582090,26.417910,1.348826,59.272686,80.553143,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1373,39.431361,60.568639,1.926562,24.478629,62.079086,10,9,13745,5348,38.908694,61.091306,4.439013,56.230400,144.518857,10,9,459,191,41.612200,58.387800,3.070010,3.405257,8.183314,20,18,14204,5539,38.996057,61.003943,4.391806,59.635657,152.702171,10,9,735,242,32.925170,67.074830,1.132941,29.095314,88.368000,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2437,69.988512,30.011488,1.214672,43.448229,62.079086,10,10,13745,8743,63.608585,36.391415,11.475751,91.926400,144.518857,10,10,446,272,60.986547,39.013453,7.545735,4.849371,7.951543,20,20,14191,9015,63.526179,36.473821,11.357174,96.775771,152.470400,10,10,581,451,77.624785,22.375215,0.775939,54.223086,69.852800,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,3,3482,36,1.033889,98.966111,28.448593,0.641829,62.079086,10,3,13745,231,1.680611,98.319389,5.911901,2.428800,144.518857,10,2,542,12,2.214022,97.785978,0.936814,0.213943,9.663086,20,5,14287,243,1.700847,98.299153,5.666218,2.642743,154.181943,10,2,911,12,1.317234,98.682766,0.881508,1.442743,109.528229,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,6,3482,781,22.429638,77.570362,2.404143,13.924114,62.079086,10,6,13745,3046,22.160786,77.839214,3.138420,32.026514,144.518857,10,6,461,147,31.887202,68.112798,1.935428,2.620800,8.218971,20,12,14206,3193,22.476418,77.523582,3.083036,34.647314,152.737829,10,6,878,236,26.879271,73.120729,2.022805,28.373943,105.560686,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,5,3482,1088,31.246410,68.753590,3.032201,19.397486,62.079086,10,5,13745,5439,39.570753,60.429247,3.040732,57.187200,144.518857,10,5,431,137,31.786543,68.213457,0.837792,2.442514,7.684114,20,10,14176,5576,39.334086,60.665914,2.986606,59.629714,152.202971,10,5,1045,230,22.009569,77.990431,1.557668,27.652571,125.638857,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,8,3482,1996,57.323377,42.676623,6.029335,35.585829,62.079086,10,8,13745,8288,60.298290,39.701710,3.249559,87.142400,144.518857,10,8,497,309,62.173038,37.826962,1.879238,5.509029,8.860800,20,16,14242,8597,60.363713,39.636287,3.200306,92.651429,153.379657,10,8,922,599,64.967462,35.032538,1.037222,72.016914,110.850743,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,8,3482,2150,61.746123,38.253877,42.610215,38.331429,62.079086,10,8,13745,8534,62.088032,37.911968,7.588641,89.728914,144.518857,10,8,488,312,63.934426,36.065574,0.323988,5.562514,8.700343,20,16,14233,8846,62.151338,37.848662,7.332416,95.291429,153.219200,10,8,673,372,55.274889,44.725111,1.544641,44.725029,80.913829,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,9,3482,1126,32.337737,67.662263,7.395313,20.074971,62.079086,10,9,13745,4992,36.318661,63.681339,7.621147,52.487314,144.518857,10,9,494,190,38.461538,61.538462,4.466404,3.387429,8.807314,20,18,14239,5182,36.393005,63.606995,7.505477,55.874743,153.326171,10,8,885,378,42.711864,57.288136,2.577491,45.446400,106.402286,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,9,3482,1467,42.130959,57.869041,3.654103,26.154514,62.079086,10,10,13745,6300,45.834849,54.165151,11.287658,66.240000,144.518857,10,10,512,213,41.601562,58.398438,5.895794,3.797486,9.128229,20,20,14257,6513,45.682822,54.317178,11.111323,70.037486,153.647086,10,8,674,308,45.697329,54.302671,1.078330,37.030400,81.034057,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,6,3482,992,28.489374,71.510626,3.702500,17.685943,62.079086,10,8,13745,3830,27.864678,72.135322,53.907956,40.269714,144.518857,10,6,506,171,33.794466,66.205534,4.305853,3.048686,9.021257,20,14,14251,4001,28.075223,71.924777,51.787996,43.318400,153.540114,10,6,939,307,32.694356,67.305644,3.675459,36.910171,112.894629,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,9,3482,707,20.304423,79.695577,13.257708,12.604800,62.079086,10,8,13745,2862,20.822117,79.177883,14.187383,30.091886,144.518857,10,6,500,83,16.600000,83.400000,10.358865,1.479771,8.914286,20,14,14245,2945,20.673921,79.326079,14.079482,31.571657,153.433143,10,6,626,122,19.488818,80.511182,28.988345,14.667886,75.263086,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,9,3482,1024,29.408386,70.591614,2.180208,18.256457,62.079086,10,9,13745,4093,29.778101,70.221899,15.465820,43.034971,144.518857,10,8,488,140,28.688525,71.311475,10.695467,2.496000,8.700343,20,17,14233,4233,29.740743,70.259257,15.308048,45.530971,153.219200,10,7,613,257,41.924959,58.075041,1.108595,30.898743,73.700114,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2443,70.160827,29.839173,0.858689,43.555200,62.079086,10,10,13745,9047,65.820298,34.179702,17.085669,95.122743,144.518857,10,10,529,353,66.729679,33.270321,1.332027,6.293486,9.431314,20,20,14274,9400,65.854000,34.146000,16.494070,101.416229,153.950171,10,10,789,505,64.005070,35.994930,0.480265,60.715429,94.860343,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2036,58.472142,41.527858,0.811616,36.298971,62.079086,10,10,13745,7687,55.925791,44.074209,2.373937,80.823314,144.518857,10,10,446,275,61.659193,38.340807,1.193341,4.902857,7.951543,20,20,14191,7962,56.105983,43.894017,2.333160,85.726171,152.470400,10,10,825,356,43.151515,56.848485,0.440209,42.801371,99.188571,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1344,38.598507,61.401493,5.695814,23.961600,62.079086,10,10,13745,5094,37.060749,62.939251,3.944753,53.559771,144.518857,10,9,486,151,31.069959,68.930041,2.450069,2.692114,8.664686,20,19,14231,5245,36.856159,63.143841,3.901722,56.251886,153.183543,10,9,883,255,28.878822,71.121178,4.557696,30.658286,106.161829,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,7,3482,227,6.519242,93.480758,24.306172,4.047086,62.079086,10,10,13745,879,6.395053,93.604947,9.137627,9.242057,144.518857,10,2,458,11,2.401747,97.598253,3.376976,0.196114,8.165486,20,12,14203,890,6.266282,93.733718,9.066428,9.438171,152.684343,10,0,956,0,0.000000,100.000000,nan,0.000000,114.938514,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
DSDV,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1793,51.493395,48.506605,0.787424,31.966629,62.079086,10,10,13745,6769,49.246999,50.753001,4.211977,71.171200,144.518857,10,9,446,186,41.704036,58.295964,4.483505,3.316114,7.951543,20,19,14191,6955,49.009936,50.990064,4.219238,74.487314,152.470400,10,10,689,322,46.734398,53.265602,0.441227,38.713600,82.837486,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2614,75.071798,24.928202,18.421530,46.603886,62.079086,10,10,13745,10318,75.067297,24.932703,3.721732,108.486400,144.518857,10,9,374,302,80.748663,19.251337,0.346456,5.384229,6.667886,20,19,14119,10620,75.217792,24.782208,3.625750,113.870629,151.186743,10,9,805,622,77.267081,22.732919,1.700369,74.782171,96.784000,78,74,512,496,24280,23480,2.774857,0.011795,0.036952,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,3107,89.230327,10.769673,8.932555,55.393371,62.079086,10,10,13745,12988,94.492543,5.507457,4.360616,136.559543,144.518857,10,10,416,394,94.711538,5.288462,0.714495,7.024457,7.416686,20,20,14161,13382,94.498976,5.501024,4.253265,143.584000,151.935543,10,10,858,747,87.062937,12.937063,9.226554,89.810743,103.156114,97,94,1166,1127,55752,53792,6.371657,0.022063,0.067649,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2988,85.812751,14.187249,30.422346,53.271771,62.079086,10,10,13745,12324,89.661695,10.338305,20.410719,129.578057,144.518857,10,10,466,413,88.626609,11.373391,13.343186,7.363200,8.308114,20,20,14211,12737,89.627753,10.372247,20.181552,136.941257,152.826971,10,10,670,607,90.597015,9.402985,10.964077,72.978743,80.553143,82,79,1218,1158,59424,56610,6.791314,0.025804,0.074578,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2543,73.032740,26.967260,50.508258,45.338057,62.079086,10,10,13745,10090,73.408512,26.591488,37.506850,106.089143,144.518857,10,10,459,343,74.727669,25.272331,12.254442,6.115200,8.183314,20,20,14204,10433,73.451141,26.548859,36.676640,112.204343,152.702171,10,10,735,532,72.380952,27.619048,80.788866,63.961600,88.368000,64,62,1048,1025,50158,48918,5.732343,0.025879,0.077584,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,3192,91.671453,8.328547,45.460430,56.908800,62.079086,10,10,13745,12595,91.633321,8.366679,21.004418,132.427429,144.518857,10,10,446,398,89.237668,10.762332,20.180651,7.095771,7.951543,20,20,14191,12993,91.558030,8.441970,20.979184,139.523200,152.470400,10,10,581,543,93.459552,6.540448,2.746870,65.284114,69.852800,66,64,827,774,39842,37428,4.553371,0.017398,0.049438,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,3,3482,142,4.078116,95.921884,68.282376,2.531657,62.079086,10,3,13745,527,3.834121,96.165879,9.927492,5.541029,144.518857,10,2,542,24,4.428044,95.571956,0.206231,0.427886,9.663086,20,5,14287,551,3.856653,96.143347,9.504062,5.968914,154.181943,10,2,911,46,5.049396,94.950604,0.581390,5.530514,109.528229,10,10,39,39,1836,1836,0.209829,0.014955,0.052774,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,6,3482,945,27.139575,72.860425,124.856726,16.848000,62.079086,10,6,13745,3390,24.663514,75.336486,5.263637,35.643429,144.518857,10,6,461,179,38.828633,61.171367,0.338334,3.191314,8.218971,20,12,14206,3569,25.123187,74.876813,5.016613,38.834743,152.737829,10,6,878,274,31.207289,68.792711,225.960065,32.942629,105.560686,16,16,130,128,6138,6038,0.701486,0.007915,0.027151,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,5,3482,1437,41.269385,58.730615,5.320056,25.619657,62.079086,10,5,13745,6407,46.613314,53.386686,3.361661,67.365029,144.518857,10,5,431,161,37.354988,62.645012,8.584261,2.870400,7.684114,20,10,14176,6568,46.331828,53.668172,3.489682,70.235429,152.202971,10,5,1045,359,34.354067,65.645933,1.216062,43.162057,125.638857,22,21,305,262,14744,12534,1.685029,0.012121,0.036466,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,9,3482,2191,62.923607,37.076393,123.875490,39.062400,62.079086,10,9,13745,9310,67.733721,32.266279,8.521682,97.888000,144.518857,10,8,497,342,68.812877,31.187123,0.433213,6.097371,8.860800,20,17,14242,9652,67.771380,32.228620,8.235082,103.985371,153.379657,10,9,922,608,65.943601,34.056399,208.197495,73.098971,110.850743,35,34,420,400,20184,19192,2.306743,0.010672,0.033732,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWALK2D,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,9,3482,2304,66.168868,33.831132,57.667624,41.077029,62.079086,10,10,13745,9592,69.785377,30.214623,5.891089,100.853029,144.518857,10,9,488,351,71.926230,28.073770,0.275359,6.257829,8.700343,20,19,14233,9943,69.858779,30.141221,5.692847,107.110857,153.219200,10,9,673,399,59.286776,40.713224,2.817971,47.971200,80.913829,29,29,407,404,17248,17104,1.971200,0.010049,0.032184,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1805,51.838024,48.161976,47.951563,32.180571,62.079086,10,10,13745,7187,52.288105,47.711895,10.018441,75.566171,144.518857,10,10,494,306,61.943320,38.056680,13.790686,5.455543,8.807314,20,20,14239,7493,52.623077,47.376923,10.172493,81.021714,153.326171,10,9,885,536,60.564972,39.435028,57.272852,64.442514,106.402286,54,53,486,464,23004,21924,2.629029,0.014799,0.049420,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2517,72.286043,27.713957,121.328394,44.874514,62.079086,10,10,13745,9824,71.473263,28.526737,9.131497,103.292343,144.518857,10,10,512,328,64.062500,35.937500,0.457873,5.847771,9.128229,20,20,14257,10152,71.207126,28.792874,8.851262,109.140114,153.647086,10,10,674,513,76.112760,23.887240,105.026896,61.677257,81.034057,72,70,318,308,14926,14418,1.705829,0.007909,0.024124,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1801,51.723148,48.276852,508.356366,32.109257,62.079086,10,10,13745,6879,50.047290,49.952710,3.467619,72.327771,144.518857,10,9,506,274,54.150198,45.849802,0.320617,4.885029,9.021257,20,19,14251,7153,50.192969,49.807031,3.347071,77.212800,153.540114,10,9,939,484,51.544196,48.455804,327.873680,58.190629,112.894629,46,45,337,325,15654,15078,1.789029,0.010680,0.035707,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1540,44.227455,55.772545,233.162992,27.456000,62.079086,10,10,13745,5892,42.866497,57.133503,21.626600,61.950171,144.518857,10,8,500,219,43.800000,56.200000,3.036116,3.904457,8.914286,20,18,14245,6111,42.899263,57.100737,20.960373,65.854629,153.433143,10,9,626,336,53.674121,46.325879,667.899206,40.396800,75.263086,46,45,384,340,17858,15980,2.040914,0.015264,0.048078,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GAUSS_MARKOV,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1772,50.890293,49.109707,203.128247,31.592229,62.079086,10,10,13745,7096,51.626046,48.373954,16.816371,74.609371,144.518857,10,9,488,255,52.254098,47.745902,3.958853,4.546286,8.700343,20,19,14233,7351,51.647580,48.352420,16.370355,79.155657,153.219200,10,8,613,335,54.649266,45.350734,18.555919,40.276571,73.700114,59,56,1008,938,47706,44132,5.452114,0.036101,0.106576,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2604,74.784607,25.215393,0.881493,46.425600,62.079086,10,10,13745,10140,73.772281,26.227719,2.184173,106.614857,144.518857,10,10,529,397,75.047259,24.952741,0.401040,7.077943,9.431314,20,20,14274,10537,73.819532,26.180468,2.116990,113.692800,153.950171,10,10,789,561,71.102662,28.897338,0.485978,67.448229,94.860343,105,97,587,529,28048,25066,3.205486,0.014086,0.042840,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,2,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2412,69.270534,30.729466,106.793263,43.002514,62.079086,10,10,13745,8772,63.819571,36.180429,33.014087,92.231314,144.518857,10,10,446,328,73.542601,26.457399,71.189922,5.847771,7.951543,20,20,14191,9100,64.125150,35.874850,34.390095,98.079086,152.470400,10,10,825,432,52.363636,47.636364,108.142765,51.938743,99.188571,108,105,1955,1905,89414,87150,10.218743,0.052941,0.163681,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,3,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,1900,54.566341,45.433659,256.342808,33.874286,62.079086,10,10,13745,6627,48.213896,51.786104,13.998527,69.678171,144.518857,10,9,486,193,39.711934,60.288066,4.221968,3.440914,8.664686,20,19,14231,6820,47.923547,52.076453,13.721859,73.119086,153.183543,10,10,883,498,56.398641,43.601359,566.894473,59.873829,106.161829,110,106,3172,3086,146658,142336,16.760914,0.100445,0.344109,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,4,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,326,9.362435,90.637565,1.209149,5.812114,62.079086,10,10,13745,1857,13.510367,86.489633,5.773627,19.525029,144.518857,10,4,458,30,6.550218,93.449782,0.261502,0.534857,8.165486,20,14,14203,1887,13.285926,86.714074,5.685994,20.059886,152.684343,10,3,956,27,2.824268,97.175732,0.978554,3.246171,114.938514,85,76,214,174,9976,7896,1.140114,0.039155,0.095536,0,0,0,0,0.000000,0.000000,0.000000,0.000000
AODV_ETX,5,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,GROUP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2016,57.897760,42.102240,3.582701,35.942400,62.079086,10,10,13745,7432,54.070571,45.929429,1.741943,78.142171,144.518857,10,10,446,235,52.690583,47.309417,0.604943,4.189714,7.951543,20,20,14191,7667,54.027200,45.972800,1.707093,82.331886,152.470400,10,10,689,390,56.603774,43.396226,0.600860,46.889143,82.837486,101,94,553,517,26974,25176,3.082743,0.018665,0.054899,0,0,0,0,0.000000,0.000000,0.000000,0.000000
QSPU,1,1,10,11,100.000000,1000.000000,300.000000,20.000000,10.000000,0,2.000000,RWP,1.000000,0.850000,1.000000,50.000000,20.000000,120.000000,20.000000,-85.000000,20.000000,90.000000,0,10,10,3482,2752,79.035037,20.964963,292.305067,49.064229,62.079086,10,10,13745,9982,72.622772,27.377228,10.286293,104.953600,144.518857,10,9,374,278,74.331551,25.668449,0.299910,4.956343,6.667886,20,19,14119,10260,72.668036,27.331964,10.015707,109.909943,151.186743,10,9,805,644,80.000000,20.000000,132.681762,77.427200,96.784000,66,61,483,463,29296,28132,3.348114,0.014163,0.035369,0,0,0,0,0.000000,0.000000,0.000000,0.000000
